tipo;codigo;nome;unid;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
MATERIAL;3263;"FLANGE SEXTAVADO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN;24,68;;;30,50;23,60;;;;;;25,10;22,84;20,38;25,10;;;21,54;;;;21,34;;24,88;;;28,04;24,33
MATERIAL;3271;"FLANGE SEXTAVADO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN;193,73;;;239,45;185,26;;;;;;197,08;179,34;160,03;197,08;;;169,09;;;;167,52;;195,31;;;220,14;190,97
MATERIAL;3270;"FLANGE SEXTAVADO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6""";UN;325,48;;;402,30;311,24;;;;;;331,11;301,31;268,86;331,11;;;284,09;;;;281,44;;328,13;;;369,85;320,85
MATERIAL;45256;"FORMAO CHANFRADO 1"", CABO DE MADEIRA";UN;29,43;22,38;;29,02;23,97;;29,64;25,24;28,95;30,56;30,72;22,82;31,65;;;23,58;49,46;19,01;;28,48;29,84;30,11;27,65;27,35;22,25;27,14;36,12
SERVIÇOS;3275;FORRO COMPOSTO POR PAINEIS DE LA DE VIDRO, REVESTIDOS EM PVC MICROPERFURADO, DE *1250 X 625* MM, ESPESSURA 15 MM (COM COLOCACAO);M2;90,40;167,26;119,72;136,82;110,04;;105,06;110,19;97,24;119,47;114,83;156,36;120,20;121,77;102,12;119,18;134,38;146,59;161,25;114,24;140,92;135,01;153,97;113,61;130,95;127,05;119,72
SERVIÇOS;39512;FORRO DE FIBRA MINERAL EM PLACAS DE 1250 X 625 MM, E = 15 MM, BORDA RETA, COM PINTURA ANTIMOFO, APOIADO EM PERFIL DE ACO GALVANIZADO COM 24 MM DE BASE - INSTALADO;M2;;;;;152,24;;;76,92;;;;;;;;89,72;;;128,41;;;;96,80;;;126,56;
SERVIÇOS;39511;FORRO DE FIBRA MINERAL EM PLACAS DE 625 X 625 MM, E = 15 MM, BORDA RETA, COM PINTURA ANTIMOFO, APOIADO EM PERFIL DE ACO GALVANIZADO COM 24 MM DE BASE - INSTALADO;M2;;;;;166,06;;;83,90;;;;;;;;97,86;;;140,06;;;;105,58;;;138,04;
SERVIÇOS;39513;FORRO DE FIBRA MINERAL EM PLACAS DE 625 X 625 MM, E = 15/16 MM, BORDA REBAIXADA, COM PINTURA ANTIMOFO, APOIADO EM PERFIL DE ACO GALVANIZADO COM 24 MM DE BASE - INSTALADO;M2;;;;;178,11;;;89,99;;;;;;;;104,97;;;150,23;;;;113,25;;;148,06;
MATERIAL;3286;FORRO DE MADEIRA CEDRINHO OU EQUIVALENTE DA REGIAO, ENCAIXE MACHO/FEMEA COM FRISO, *10 X 1* CM (SEM COLOCACAO);M2;158,82;;;;156,17;;59,55;132,35;157,49;;140,29;102,57;;;;;;99,26;132,35;;82,72;;105,88;81,39;;92,64;
MATERIAL;3287;FORRO DE MADEIRA CUMARU/IPE CHAMPANHE OU EQUIVALENTE DA REGIAO, ENCAIXE MACHO/FEMEA COM FRISO, *10 X 1* CM (SEM COLOCACAO);M2;240,00;;;;236,00;;90,00;200,00;238,00;;212,00;155,00;;;;;;150,00;200,00;;125,00;;160,00;123,00;;140,00;
MATERIAL;3283;FORRO DE MADEIRA PINUS OU EQUIVALENTE DA REGIAO, ENCAIXE MACHO/FEMEA COM FRISO, *10 X 1* CM (SEM COLOCACAO);M2;50,41;;;;49,57;;18,90;42,01;49,99;;44,53;32,56;;;;;;31,51;42,01;;26,25;;33,61;25,83;;29,41;
MATERIAL;11587;FORRO DE PVC LISO, BRANCO, REGUA DE 10 CM, ESPESSURA APROXIMADA DE 8 MM (COM COLOCACAO / SEM ESTRUTURA METALICA);M2;61,98;114,69;82,09;93,82;75,45;;72,04;75,56;66,68;81,92;78,74;107,22;82,42;83,50;70,03;81,72;92,14;100,52;110,57;78,34;96,63;92,58;105,58;77,90;89,80;87,12;82,09
MATERIAL;36225;FORRO DE PVC LISO, BRANCO, REGUA DE 20 CM, ESPESSURA APROXIMADA DE 8 MM, COMPRIMENTO 6 M (SEM COLOCACAO);M2;25,18;46,59;33,35;38,11;30,65;;29,26;30,69;27,08;33,28;31,98;43,56;33,48;33,92;28,45;33,20;37,43;40,83;44,92;31,82;39,25;37,61;42,89;31,64;36,48;35,39;33,35
MATERIAL;36230;FORRO DE PVC, FRISADO, BRANCO, REGUA DE 10 CM, ESPESSURA APROXIMADA DE 8 MM E COMPRIMENTO 6 M (SEM COLOCACAO);M2;18,50;34,23;24,50;28,00;22,52;;21,50;22,55;19,90;24,45;23,50;32,00;24,60;24,92;20,90;24,39;27,50;30,00;33,00;23,38;28,84;27,63;31,51;23,25;26,80;26,00;24,50
MATERIAL;36238;FORRO DE PVC, FRISADO, BRANCO, REGUA DE 20 CM, ESPESSURA APROXIMADA DE 8 MM E COMPRIMENTO 6 M (SEM COLOCACAO);M2;18,08;33,45;23,94;27,36;22,00;;21,01;22,03;19,44;23,89;22,96;31,27;24,04;24,35;20,42;23,83;26,87;29,31;32,25;22,84;28,18;27,00;30,79;22,72;26,19;25,41;23,94
MATERIAL;39363;FOSSA SEPTICA, SEM FILTRO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), PARA 15 A 30 CONTRIBUINTES, CILINDRICA, COM TAMPA, CAPACIDADE APROXIMADA DE *5500* LITROS (NBR 7229);UN;5.403,73;6.042,06;5.863,20;5.334,21;5.456,56;6.192,48;6.449,46;5.820,35;5.181,89;6.193,75;6.199,43;5.928,30;5.807,58;6.509,75;5.940,94;5.307,66;6.773,94;6.356,81;5.561,73;5.681,81;6.943,32;6.674,08;5.751,84;5.283,64;5.985,18;5.724,79;6.849,27
MATERIAL;39361;FOSSA SEPTICA, SEM FILTRO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), PARA 4 A 7 CONTRIBUINTES, CILINDRICA, COM TAMPA, CAPACIDADE APROXIMADA DE *1100* LITROS (NBR 7229);UN;1.650,87;1.845,89;1.791,25;1.629,63;1.667,02;1.891,84;1.970,35;1.778,16;1.583,10;1.892,23;1.893,97;1.811,13;1.774,25;1.988,77;1.815,00;1.621,52;2.069,48;1.942,05;1.699,14;1.735,83;2.121,23;2.038,97;1.757,22;1.614,19;1.828,51;1.748,96;2.092,50
MATERIAL;39362;FOSSA SEPTICA, SEM FILTRO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), PARA 8 A 14 CONTRIBUINTES, CILINDRICA, COM TAMPA, CAPACIDADE APROXIMADA DE *3000* LITROS (NBR 7229);UN;2.916,36;3.260,86;3.164,33;2.878,84;2.944,87;3.342,04;3.480,73;3.141,21;2.796,63;3.342,72;3.345,79;3.199,47;3.134,32;3.513,27;3.206,29;2.864,51;3.655,85;3.430,73;3.001,63;3.066,44;3.747,26;3.601,96;3.104,23;2.851,55;3.230,16;3.089,63;3.696,51
MATERIAL;39364;FOSSA SEPTICA,SEM FILTRO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), PARA 40 A 52 CONTRIBUINTES, CILINDRICA, COM TAMPA, CAPACIDADE APROXIMADA DE *10000* LITROS (NBR 7229);UN;11.397,89;12.744,31;12.367,05;11.251,25;11.509,34;13.061,58;13.603,62;12.276,66;10.929,98;13.064,25;13.076,25;12.504,35;12.249,73;13.730,79;12.531,02;11.195,26;14.288,02;13.408,19;11.731,16;11.984,45;14.645,29;14.077,40;12.132,16;11.144,61;12.624,33;12.075,10;14.446,93
EQUIPAMENTO (AQUISIÇÃO);14576;FRESADORA DE ASFALTO A FRIO SOBRE ESTEIRAS, LARG. FRESAGEM 2,00 M, POT. 410 KW/550 HP;UN;;;;;;;;;;;;;;;;;;;;;;;;;;5.599.073,21;
EQUIPAMENTO (AQUISIÇÃO);13877;FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARG. FRESAGEM 1,00 M, POT. 155 KW/208 HP;UN;;;;;;;;;;;;;;;;;;;;;;;;;;2.396.879,73;
MATERIAL;7307;FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO);L;37,02;44,93;35,96;29,51;44,02;37,88;49,79;47,96;41,73;34,46;52,44;39,47;38,95;44,32;38,06;53,00;41,50;42,82;55,41;39,68;38,35;31,81;47,64;41,05;40,99;49,59;37,90
MATERIAL;38122;FUNDO PREPARADOR ACRILICO BASE AGUA;L;19,76;15,48;13,53;10,15;19,03;20,89;24,85;23,29;20,41;12,33;21,59;16,81;12,22;18,60;15,95;18,90;19,80;15,41;23,75;11,60;13,87;13,44;15,91;14,70;11,92;21,84;22,59
MATERIAL;43653;FUNDO SINTETICO NIVELADOR BRANCO FOSCO PARA MADEIRA;L;37,38;26,95;32,26;26,26;27,44;22,03;35,41;47,22;24,98;27,54;37,77;38,95;33,05;27,54;23,61;27,15;25,97;45,15;36,89;19,97;35,41;35,61;41,81;43,28;25,97;37,87;45,25
SERVIÇOS;45334;FURO PARA TORNEIRA OU OUTROS ACESSORIOS EM BANCADA DE MARMORE/ GRANITO OU OUTRO TIPO DE PEDRA NATURAL;UN;45,31;27,34;31,18;29,32;17,05;21,47;18,65;10,12;30,65;35,53;18,09;31,98;21,32;26,65;21,32;27,98;25,90;24,52;26,65;;27,83;;23,98;31,98;17,17;28,51;
MATERIAL;12344;FUSIVEL DIAZED 20 A TAMANHO DII, CAPACIDADE DE INTERRUPCAO DE 50 KA EM VCA E 8 KA EM VCC, TENSAO NOMINAL DE 500 V;UN;;5,61;4,50;;3,42;;5,90;3,28;3,98;5,20;;3,06;6,56;;;;8,69;;4,18;4,37;;;5,10;;5,70;4,49;
MATERIAL;12343;FUSIVEL DIAZED 35 A TAMANHO DIII, CAPACIDADE DE INTERRUPCAO DE 50 KA EM VCA E 8 KA EM VCC, TENSAO NOMINAL DE 500 V;UN;;8,70;6,98;;5,30;;9,15;5,08;6,17;8,07;;4,74;10,18;;;;13,47;;6,49;6,78;;;7,91;;8,84;6,96;
MATERIAL;3295;FUSIVEL NH *36* A 80 AMPERES, TAMANHO 00, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;30,38;24,38;;18,51;;31,97;17,75;21,55;28,18;;16,58;35,55;;;;47,04;;22,66;23,67;;;27,65;;30,89;24,33;
MATERIAL;3302;FUSIVEL NH 100 A TAMANHO 00, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;31,76;25,49;;19,36;;33,42;18,56;22,53;29,46;;17,33;37,16;;;;49,18;;23,69;24,75;;;28,90;;32,29;25,44;
MATERIAL;3297;FUSIVEL NH 125 A TAMANHO 00, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;33,91;27,21;;20,66;;35,68;19,81;24,05;31,45;;18,50;39,67;;;;52,50;;25,29;26,42;;;30,86;;34,47;27,15;
MATERIAL;3294;FUSIVEL NH 160 A TAMANHO 00, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;34,42;27,62;;20,98;;36,22;20,12;24,42;31,93;;18,78;40,28;;;;53,30;;25,67;26,82;;;31,33;;35,00;27,57;
MATERIAL;3292;FUSIVEL NH 20 A TAMANHO 000, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;32,34;25,95;;19,71;;34,03;18,90;22,94;30,00;;17,65;37,84;;;;50,07;;24,12;25,20;;;29,43;;32,88;25,90;
MATERIAL;3298;FUSIVEL NH 200 A 250 AMPERES, TAMANHO 1, CAPACIDADE DE INTERRUPCAO DE 120 KA, TENSAO NOMINAL DE 500 V;UN;;75,79;60,82;;46,19;;79,75;44,29;53,76;70,31;;41,36;88,68;;;;117,35;;56,53;59,06;;;68,97;;77,06;60,70;
MATERIAL;34802;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), DIMENSOES 4,0 X 2,0 X 0,17 M (C X L X A) FIO 2 MM;UN;1.573,05;1.495,51;1.886,15;1.492,01;1.317,68;918,29;1.176,00;1.767,21;1.532,82;1.163,17;1.195,24;1.157,34;1.342,17;1.411,55;1.428,46;1.049,48;1.258,79;1.542,15;1.282,70;1.276,87;1.621,45;1.170,17;1.248,88;1.317,68;1.626,69;1.233,72;1.166,09
MATERIAL;11588;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2 MM, DIMENSOES 4,0 X 2,0 X 0,23 M (C X L X A);UN;1.697,07;1.613,41;2.034,85;1.609,63;1.421,56;990,69;1.268,71;1.906,53;1.653,66;1.254,87;1.289,47;1.248,58;1.447,98;1.522,83;1.541,07;1.132,21;1.358,03;1.663,73;1.383,82;1.377,53;1.749,27;1.262,42;1.347,34;1.421,56;1.754,94;1.330,98;1.258,02
MATERIAL;34383;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2 MM, DIMENSOES 4,0 X 2,0 X 0,3 M (C X L X A);UN;1.866,90;1.774,87;2.238,48;1.770,72;1.563,82;1.089,83;1.395,67;2.097,32;1.819,15;1.380,45;1.418,51;1.373,53;1.592,88;1.675,23;1.695,29;1.245,52;1.493,93;1.830,22;1.522,30;1.515,38;1.924,33;1.388,75;1.482,17;1.563,82;1.930,56;1.464,18;1.383,91
MATERIAL;40451;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,0 MM, DIMENSOES 5,0 X 2,0 X 0,17 M (C X L X A);M2;150,91;143,47;180,94;143,13;126,41;88,09;112,82;169,53;147,05;111,58;114,66;111,03;128,76;135,41;137,03;100,68;120,76;147,94;123,05;122,49;155,55;112,26;119,81;126,41;156,05;118,35;111,86
MATERIAL;40453;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,0 MM, DIMENSOES 5,0 X 2,0 X 0,23 M (C X L X A);M2;163,28;155,23;195,78;154,87;136,77;95,31;122,06;183,43;159,10;120,73;124,06;120,13;139,31;146,51;148,27;108,93;130,66;160,07;133,14;132,53;168,30;121,46;129,63;136,77;168,85;128,06;121,04
MATERIAL;40452;GABIAO MANTA (COLCHAO) MALHA HEXAGONAL 6 X 8 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,0 MM, DIMENSOES 5,0 X 2,0 X 0,30 M (C X L X A);M2;179,10;170,27;214,75;169,87;150,02;104,55;133,89;201,21;174,52;132,43;136,08;131,77;152,81;160,71;162,64;119,49;143,32;175,58;146,04;145,38;184,61;133,23;142,19;150,02;185,21;140,46;132,76
MATERIAL;11594;GABIAO SACO MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,4 MM, DIMENSOES 3,0 X 0,65 M;UN;540,90;514,24;648,57;513,04;453,09;315,76;404,37;607,67;527,07;399,96;410,99;397,96;461,51;485,37;491,18;360,87;432,84;530,28;441,06;439,06;557,55;402,37;429,43;453,09;559,35;424,22;400,97
MATERIAL;3311;GABIAO SACO MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,4 MM, H = 0,65 M;M3;540,90;514,24;648,57;513,04;453,09;315,76;404,37;607,67;527,07;399,96;410,99;397,96;461,51;485,37;491,18;360,87;432,84;530,28;441,06;439,06;557,55;402,37;429,43;453,09;559,35;424,22;400,97
MATERIAL;11599;GABIAO SACO MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO 2,7 MM, DIMENSOES 4,0 X 0,65 M;UN;719,34;683,88;862,51;682,28;602,56;419,92;537,77;808,12;700,94;531,90;546,57;529,24;613,76;645,48;653,22;479,91;575,63;705,21;586,56;583,90;741,47;535,10;571,10;602,56;743,87;564,17;533,24
MATERIAL;11593;GABIAO TIPO CAIXA MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,4 MM, DIMENSOES 2,0 X 1,0 X 1,0 M (C X L X A);UN;1.008,47;958,76;1.209,19;956,51;844,75;588,71;753,92;1.132,94;982,68;745,70;766,26;741,96;860,45;904,93;915,77;672,81;807,00;988,66;822,32;818,59;1.039,49;750,18;800,64;844,75;1.042,86;790,93;747,57
MATERIAL;3314;GABIAO TIPO CAIXA MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,4 MM, H = 0,50 M;M3;721,26;685,71;864,82;684,10;604,17;421,05;539,21;810,29;702,82;533,33;548,03;530,65;615,40;647,21;654,96;481,20;577,17;707,09;588,13;585,46;743,45;536,54;572,63;604,17;745,86;565,67;534,66
MATERIAL;11597;GABIAO TIPO CAIXA MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 1,0 M (C X L X A);UN;838,74;797,39;1.005,68;795,52;702,57;489,62;627,03;942,26;817,29;620,19;637,29;617,08;715,63;752,62;761,64;559,57;671,17;822,26;683,92;680,81;864,54;623,92;665,89;702,57;867,34;657,81;621,75
MATERIAL;3309;GABIAO TIPO CAIXA MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO 2,7 MM, H = 0,50 M;M3;572,78;544,54;686,79;543,27;479,79;334,37;428,20;643,48;558,13;423,53;435,21;421,41;488,71;513,97;520,13;382,14;458,35;561,53;467,06;464,93;590,40;426,08;454,74;479,79;592,31;449,22;424,60
MATERIAL;40440;GABIAO TIPO CAIXA PARA SOLO REFORCADO, MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 0,5 M, COM CAUDA DE 4,0 M;M3;751,27;714,23;900,80;712,56;629,30;438,56;561,64;843,99;732,05;555,51;570,83;552,73;641,00;674,13;682,21;501,21;601,18;736,51;612,60;609,81;774,38;558,85;596,45;629,30;776,88;589,21;556,90
MATERIAL;40441;GABIAO TIPO CAIXA PARA SOLO REFORCADO, MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 1,0 M, COM CAUDA DE 4,0 M;M3;479,64;456,00;575,11;454,93;401,77;280,00;358,57;538,84;467,37;354,66;364,44;352,88;409,24;430,40;435,55;320,00;383,82;470,22;391,11;389,33;494,40;356,80;380,80;401,77;496,00;376,17;355,55
MATERIAL;34612;GABIAO TIPO CAIXA PARA SOLO REFORCADO, MALHA HEXAGONAL DE DUPLA TORCAO 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 0,5 M, COM CAUDA DE 3,0 M;UN;1.037,37;986,23;1.243,85;983,93;868,96;605,58;775,53;1.165,41;1.010,84;767,07;788,22;763,22;885,11;930,87;942,02;692,09;830,13;1.016,99;845,89;842,05;1.069,29;771,68;823,59;868,96;1.072,75;813,59;768,99
MATERIAL;34635;GABIAO TIPO CAIXA PARA SOLO REFORCADO, MALHA HEXAGONAL DE DUPLA TORCAO 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 1,0 M, COM CAUDA DE 3,0 M;UN;1.334,01;1.268,25;1.599,53;1.265,28;1.117,44;778,75;997,29;1.498,66;1.299,90;986,42;1.013,61;981,47;1.138,21;1.197,05;1.211,39;890,00;1.067,51;1.307,81;1.087,78;1.082,83;1.375,05;992,35;1.059,10;1.117,44;1.379,50;1.046,24;988,89
MATERIAL;34633;GABIAO TIPO CAIXA PARA SOLO REFORCADO, MALHA HEXAGONAL DE DUPLA TORCAO 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 1,0 M, COM CAUDA DE 4,0 M;UN;1.470,43;1.397,95;1.763,10;1.394,68;1.231,72;858,39;1.099,28;1.651,92;1.432,83;1.087,29;1.117,27;1.081,84;1.254,61;1.319,46;1.335,27;981,01;1.176,67;1.441,55;1.199,02;1.193,57;1.515,67;1.093,83;1.167,41;1.231,72;1.520,57;1.153,24;1.090,02
MATERIAL;40449;GABIAO TIPO CAIXA TRAPEZOIDAL, MALHA HEXAGONAL 10 X 12 CM (ZN/AL REVESTIDO COM POLIMERO) FIO 2,7 MM, FACE COM 65 GRAUS, COM GEOSSINTETICO, DIMENSOES 2,0 X 1,5 X 1,0 M (C X L X A);M3;403,22;383,34;483,47;382,44;337,76;235,38;301,44;452,99;392,91;298,15;306,37;296,66;344,04;361,82;366,15;269,01;322,66;395,30;328,79;327,30;415,62;299,95;320,12;337,76;416,97;316,24;298,90
MATERIAL;11592;GABIAO TIPO CAIXA, MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,4 MM, DIMENSOES 2,0 X 1,0 X 0,5 M (C X L X A);UN;721,26;685,71;864,82;684,10;604,17;421,05;539,21;810,29;702,82;533,33;548,03;530,65;615,40;647,21;654,96;481,20;577,17;707,09;588,13;585,46;743,45;536,54;572,63;604,17;745,86;565,67;534,66
MATERIAL;34800;GABIAO TIPO CAIXA, MALHA HEXAGONAL 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO DE 2,4 MM, DIMENSOES 2,0 X 1,0 X 1,0 M (C X L X A);M3;504,23;479,37;604,59;478,25;422,37;294,35;376,96;566,46;491,33;372,84;383,12;370,98;430,22;452,46;457,88;336,40;403,49;494,32;411,16;409,29;519,74;375,09;400,32;422,37;521,42;395,46;373,78
MATERIAL;11596;GABIAO TIPO CAIXA, MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO 2,7 MM, DIMENSOES 2,0 X 1,0 X 0,5 M (C X L X A);UN;572,78;544,54;686,79;543,27;479,79;334,37;428,20;643,48;558,13;423,53;435,21;421,41;488,71;513,97;520,13;382,14;458,35;561,53;467,06;464,93;590,40;426,08;454,74;479,79;592,31;449,22;424,60
MATERIAL;40438;GABIAO TIPO CAIXA, MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO DE 2,7 MM, DIMENSOES 2,0 X 1,0 X 1,0 M (C X L X A);M3;335,93;319,37;402,79;318,62;281,39;196,10;251,14;377,39;327,34;248,40;255,24;247,15;286,62;301,44;305,05;224,12;268,82;329,33;273,92;272,68;346,26;249,89;266,70;281,39;347,38;263,46;249,02
MATERIAL;40436;GABIAO TIPO CAIXA, MALHA HEXAGONAL 8 X 10 CM (ZN/AL), FIO DE 2,7 MM, DIMENSOES 5,0 X 1,0 X 1,0 M (C X L X A);M3;418,87;398,22;502,24;397,29;350,87;244,52;313,14;470,57;408,16;309,73;318,27;308,18;357,39;375,87;380,37;279,45;335,19;410,64;341,56;340,00;431,76;311,59;332,55;350,87;433,16;328,51;310,50
MATERIAL;4315;"GANCHO CHATO EM ACO GALVANIZADO, L = 110 MM, RECOBRIMENTO = 100MM, SECAO 1/8 X 1/2"" (3 MM X 12 MM), PARA FIXAR TELHA DE FIBROCIMENTO ONDULADA";UN;1,76;2,37;;3,26;2,45;1,61;;2,45;1,96;3,10;3,02;1,70;2,10;2,86;2,86;1,66;2,76;1,55;2,86;2,20;2,01;2,50;2,30;2,28;2,86;2,41;2,07
MATERIAL;402;GANCHO OLHAL EM ACO GALVANIZADO, ESPESSURA 16MM, ABERTURA 21MM;UN;11,49;22,39;14,48;;23,76;;24,54;17,36;16,96;19,70;;23,70;19,90;22,62;16,34;;17,08;10,92;21,68;;10,50;;;20,54;;12,11;28,51
MATERIAL;4226;GAS DE COZINHA - GLP;KG;9,44;7,81;9,68;9,39;9,03;8,39;7,91;7,69;8,38;9,20;8,08;8,68;9,20;8,64;8,00;7,54;8,21;8,05;7,54;7,96;9,49;10,53;8,65;9,26;8,04;8,37;9,73
MATERIAL;4222;GASOLINA COMUM;L;7,72;6,40;7,12;6,06;6,34;6,48;6,64;6,15;6,33;5,91;6,12;6,05;6,18;6,28;6,09;6,40;5,85;6,59;6,15;6,20;6,93;6,95;6,17;6,54;6,60;6,13;6,51
MATERIAL;34804;GEOGRELHA TECIDA COM FILAMENTOS DE POLIESTER + PVC, RESISTENCIA LONGITUDINAL: 90 KN/M, RESISTENCIA TRANSVERSAL: 30 KN/M, ALONGAMENTO = 12 POR CENTO;M2;60,89;57,89;73,01;57,75;51,00;35,54;45,52;68,40;59,33;45,02;46,26;44,80;51,95;54,64;55,29;40,62;48,72;59,69;49,65;49,42;62,76;45,29;48,34;51,00;62,96;47,75;45,13
MATERIAL;4013;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 09 KN/M;M2;;8,72;;10,69;8,16;;6,30;8,07;6,12;;6,45;;6,91;7,95;7,37;7,43;11,98;7,93;7,79;;12,03;;8,05;;9,39;7,12;
MATERIAL;4011;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 10 KN/M;M2;;9,74;;11,94;9,12;;7,04;9,02;6,83;;7,20;;7,71;8,88;8,23;8,30;13,39;8,86;8,70;;13,43;;8,99;;10,49;7,96;
MATERIAL;4021;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 14 KN/M;M2;;12,15;;14,89;11,37;;8,78;11,25;8,52;;8,98;;9,62;11,07;10,27;10,35;16,70;11,05;10,85;;16,76;;11,22;;13,08;9,92;
MATERIAL;4019;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 16 KN/M;M2;;14,59;;17,88;13,65;;10,55;13,50;10,23;;10,78;;11,55;13,29;12,33;12,43;20,04;13,26;13,03;;20,12;;13,47;;15,70;11,91;
MATERIAL;4012;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 21 KN/M;M2;;19,55;;23,96;18,29;;14,13;18,09;13,71;;14,45;;15,48;17,81;16,52;16,66;26,86;17,77;17,46;;26,95;;18,05;;21,04;15,97;
MATERIAL;4020;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 26 KN/M;M2;;24,48;;30,00;22,90;;17,69;22,66;17,17;;18,09;;19,38;22,30;20,68;20,86;33,63;22,26;21,86;;33,75;;22,60;;26,34;19,99;
MATERIAL;4018;GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 31 KN/M;M2;;29,33;;35,94;27,44;;21,20;27,14;20,57;;21,67;;23,22;26,72;24,78;24,99;40,29;26,66;26,19;;40,43;;27,07;;31,56;23,95;
EQUIPAMENTO (AQUISIÇÃO);36498;GERADOR PORTATIL MONOFASICO, POTENCIA 5500 VA, MOTOR A GASOLINA, POTENCIA DO MOTOR 13 CV;UN;;;;;8.825,37;;;;;;;;;;;8.553,95;;6.792,77;;;;;;;;9.545,63;
MAO DE OBRA;12872;GESSEIRO (HORISTA);H;22,94;14,38;18,92;20,65;24,05;20,47;21,83;15,89;20,35;20,03;24,84;21,56;18,88;20,46;19,48;22,45;19,62;25,79;28,69;18,76;21,52;23,43;21,56;28,43;19,02;24,62;19,51
